Name,Brand,benzyl acetate,benzyl benzoate,xylene,toulene,Asthma_Trigger
The Dark Heart of Old Havana Eau de Parfum,4160 Tuesdays,0.01,0.67,53.61,0.03,1
South Bay Eau de Toilette,The Different Company,4.8,13.95,24.07,1.39,0
Diamond Perfume Oil,Sage,0.0,0.84,18.95,0.01,0
11 - Semma Eau de Parfum,Odin,0.38,1.04,46.01,1.03,0
Isparta Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.03,2.7,76.76,1.14,1
Coven Eau de Parfum,Andrea Maack Parfums,0.0,1.29,28.98,0.0,0
Rose Oud Eau de Parfum,PARFUMS DE NICOLAI,0.02,3.25,42.94,0.0,0
Amber Oud Eau de Parfum,PARFUMS DE NICOLAI,0.07,0.75,69.85,0.07,1
Terralba Eau de Parfum,Masque Milano,0.49,4.48,6.28,0.18,0
Montecristo Eau de Parfum,Masque Milano,0.06,0.33,74.85,0.04,1
Luci Ed Ombre Eau de Parfum,Masque Milano,1.15,1.28,18.74,0.48,0
Bal d'Afrique Eau de Parfum,BYREDO,0.01,0.07,96.4,0.0,1
Pulp Eau de Parfum,BYREDO,0.1,9.41,60.96,0.05,1
Gypsy Water Eau de Parfum,BYREDO,0.07,1.29,6.57,1.37,0
Rose Noir Eau de Parfum,BYREDO,0.44,7.4,47.35,8.64,1
Blanche Eau de Parfum,BYREDO,0.09,0.26,65.73,0.9,1
Sunday Cologne Eau de Parfum,BYREDO,0.29,0.46,36.91,1.78,0
Baudelaire Eau de Parfum,BYREDO,0.0,0.03,73.92,0.01,1
La Tulipe Eau de Parfum,BYREDO,0.42,0.87,73.65,0.15,1
Accord Oud,BYREDO,0.26,0.53,54.03,0.62,1
Oud Immortel Eau de Parfum,BYREDO,0.0,0.42,87.84,0.03,1
Black Saffron Eau de Parfum,BYREDO,0.01,1.17,50.67,0.21,1
Inflorescence Eau de Parfum,BYREDO,3.95,1.49,18.98,0.11,0
1996 Eau de Parfum,BYREDO,1.37,11.51,2.1,6.57,0
Cedrat Enivrant Cologne Absolue,Atelier Cologne,0.12,4.99,46.52,0.45,1
Nuit Andalouse Eau de Parfum,Parfums MDCI,0.02,0.38,82.02,0.64,1
Eight and Bob Eau de Parfum,Eight and Bob,0.02,2.48,89.39,0.06,1
Anyway Eau de Parfum,Juliette Has a Gun,0.0,0.09,93.97,0.01,1
Cuir Garamante Eau de Parfum,Parfums MDCI,0.17,4.86,12.66,0.72,0
Black Eau de Toilette,Comme des Garcons: PLAY,3.3,3.85,3.8,19.79,0
Thirty Three Eau de Parfum,Ex Idolo,0.03,2.62,6.73,2.4,0
Black Parfum Extrait,Puredistance,0.01,0.04,92.72,0.0,1
Ardent Eau de Parfum,Boadicea the Victorious,0.0,0.03,40.92,0.03,0
Sugi Eau de Toilette,Comme des Garcons x Monocle,0.19,0.21,59.47,5.42,1
Red Eau de Toilette,Comme des Garcons: PLAY,1.67,0.05,45.83,0.01,0
Green Eau de Toilette,Comme des Garcons: PLAY,0.01,1.23,23.17,0.03,0
Laurel Eau de Toilette,Comme des Garcons x Monocle,0.03,0.53,53.49,0.01,1
Hinoki Eau de Toilette,Comme des Garcons x Monocle,0.06,0.55,20.15,0.36,0
Oud Wood Eau de Parfum,TOM FORD Private Blend,0.0,0.01,99.11,0.0,1
Tobacco Oud Eau de Parfum,TOM FORD Private Blend,0.09,0.85,31.14,0.22,0
Fate Man Eau de Parfum,Amouage,0.01,0.08,83.19,0.02,1
Fate Woman,Amouage,0.04,0.74,36.35,0.3,0
Nemer Eau de Parfum,Boadicea the Victorious,0.19,0.55,64.78,0.18,1
Zagorsk Eau de Toilette,Comme des Garcons: Incense,0.02,0.51,89.29,0.07,1
Avignon Eau de Toilette,Comme des Garcons: Incense,0.17,1.64,37.16,0.09,0
Kyoto Eau de Toilette,Comme des Garcons: Incense,1.57,4.48,9.67,5.29,0
Jaisalmer Eau de Toilette,Comme des Garcons: Incense,0.95,0.32,63.7,1.22,1
Ouarzazate Eau de Toilette,Comme des Garcons: Incense,0.0,0.07,93.57,0.0,1
Perfect Coconut Milk Eau de Parfum,Sarah Horowitz Parfums,1.05,8.01,12.79,1.33,0
Lentisque Eau de Toilette,Phaedon,0.09,5.93,12.75,0.08,0
Tabac Rouge Eau de Parfum,Phaedon,0.0,4.65,44.12,0.02,0
Rouge Avignon Eau de Parfum,Phaedon,0.01,2.1,24.25,0.02,0
Black Vetiver Eau de Parfum,Phaedon,0.31,3.23,50.63,0.39,1
Lapis Philosophorum Eau de Parfum,Olivier Durbano,0.01,0.0,81.56,0.0,1
Violette Fumee,Mona di Orio,0.11,0.25,97.14,0.01,1
Champaca Absolute Eau de Parfum,TOM FORD Private Blend,0.06,0.02,60.45,0.05,1
Jasmin Rouge Eau de Parfum,TOM FORD Private Blend,0.03,0.88,91.3,1.09,1
Neroli Portofino Eau de Parfum,TOM FORD Private Blend,0.04,8.97,5.09,0.05,0
Noir de Noir Eau de Parfum,TOM FORD Private Blend,0.17,0.13,23.5,0.22,0
Santal Blush Eau de Parfum,TOM FORD Private Blend,0.01,0.95,64.69,0.19,1
Tobacco Vanille Eau de Parfum,TOM FORD Private Blend,1.68,65.76,3.84,1.56,1
Tuscan Leather Eau de Parfum,TOM FORD Private Blend,0.07,1.06,52.76,0.26,1
Aqua Vitae Eau de Toilette,Maison Francis Kurkdjian,0.08,0.36,60.22,0.16,1
Classical Eau de Parfum,Anat Fritz,1.94,1.21,7.68,4.47,0
Java Blossom Attar / perfume oil,Xerjoff - XJ Oud Attars,0.0,2.02,95.14,0.04,1
Black Sukar Attar / perfume oil,Xerjoff - XJ Oud Attars,0.09,0.31,90.3,0.02,1
Warda al Oud Attar / perfume oil,Xerjoff - XJ Oud Attars,0.0,0.52,66.76,0.0,1
Oud Luban Attar / perfume oil,Xerjoff - XJ Oud Attars,0.0,0.03,13.19,0.0,0
Jeke Parfum Extrait,Slumberhouse,0.0,0.24,95.04,0.02,1
Norne Parfum Extrait,Slumberhouse,0.05,4.67,76.85,0.11,1
Ore Parfum Extrait,Slumberhouse,0.1,3.34,22.14,0.75,0
40 Knots Eau de Parfum,Xerjoff - Join the Club,0.06,1.2,67.81,0.15,1
Comandante Eau de Parfum,Xerjoff - Join the Club,0.02,2.12,71.7,0.24,1
More than Words Eau de Parfum,Xerjoff - Join the Club,0.02,23.48,35.27,0.76,1
Ivory Route Eau de Parfum,Xerjoff - Join the Club,0.28,5.45,30.93,0.78,0
Intense Cafe Eau de Parfum,Montale,0.39,7.54,16.54,0.05,0
Playing with the Devil Eau de Parfum,By Kilian,0.21,2.11,13.19,0.32,0
Coccobello Eau de Parfum,HEELEY,0.01,3.12,0.42,0.03,0
1899 - Ernest Hemingway Eau de Parfum,Histoires de Parfums,0.0,0.6,94.27,0.0,1
Standard Eau de Toilette,Comme des Garcons x Artek,0.12,0.11,51.69,1.24,1
Almost Transparent Blue Eau de Toilette,A Lab on Fire,1.18,0.74,52.8,0.13,1
Rouge Assassin,Jovoy Paris,0.23,1.61,57.97,1.77,1
Knize Forest Eau de Toilette,Knize,0.0,1.74,9.44,0.09,0
Champaca Eau de Toilette,Comme des Garcons: Luxe,0.0,0.08,30.21,0.02,0
Acqua Decima Eau de Toilette,Eau d'Italie,0.05,0.25,93.38,0.05,1
Orangers en Fleurs Eau de Parfum,Houbigant,1.1,2.81,9.82,4.86,0
Lys 41 Eau de Parfum,Le Labo,0.2,2.1,23.24,3.95,0
Ylang 49 Eau de Parfum,Le Labo,0.03,7.99,41.39,0.11,0
Rose 31 Eau de Parfum,Le Labo,0.08,3.99,88.36,0.0,1
Glorious Eau de Parfum,Boadicea the Victorious,0.08,7.04,16.78,0.04,0
Mousse II Eau de Parfum,Oliver & Co.,0.95,3.37,20.2,0.24,0
Resina Eau de Parfum,Oliver & Co.,0.85,11.88,59.3,0.91,1
Vetiverus Eau de parfum,Oliver & Co.,0.04,2.58,88.65,0.03,1
Hedonist Eau de Parfum,Viktoria Minya,0.0,0.1,27.95,0.13,0
Bay Rum Cologne,Gilbert Henry,0.07,19.32,7.84,0.12,0
Gold Rose Oudh Extrait de Parfum,Tiziana Terenzi,0.01,0.01,93.18,0.0,1
Les Jeux Sont Faits Eau de Parfum,Jovoy Paris,0.01,4.41,57.46,0.02,1
Coal Eau de Parfum,Andrea Maack Parfums,0.04,4.6,46.67,0.0,1
Gothic II - Perfume Oil Roll-on perfume oil,Loree Rodkin,0.04,3.05,31.85,0.25,0
Gothic II - Eau de Parfum,Loree Rodkin,0.03,1.31,31.98,0.03,0
Gothic I - Perfume Oil Roll-on perfume oil,Loree Rodkin,0.04,3.48,29.05,1.42,0
Gothic I - Eau de Parfum,Loree Rodkin,0.16,0.02,10.07,0.06,0
Gothic III - Perfume Oil Roll-on perfume oil,Loree Rodkin,0.58,1.68,8.58,0.27,0
Gothic III - Eau de Parfum,Loree Rodkin,0.07,0.08,65.96,0.21,1
Private Label Eau de Parfum,Jovoy Paris,0.15,0.5,45.28,0.09,0
La Liturgie des Heures Eau de Parfum,Jovoy Paris,0.01,1.7,67.94,0.15,1
Psychedelique Eau de Parfum,Jovoy Paris,0.0,0.0,38.37,0.0,0
Ambre Premier Eau de Parfum,Jovoy Paris,0.64,2.74,11.18,0.43,0
Flash Back Eau de Parfum,Olfactive Studio,0.02,0.03,97.91,0.01,1
Lumiere Blanche Eau de Parfum,Olfactive Studio,0.04,0.14,1.98,0.06,0
Autoportrait Eau de Parfum,Olfactive Studio,0.01,22.88,9.78,0.45,0
Chambre Noire Eau de Parfum,Olfactive Studio,0.58,0.6,91.19,0.1,1
Still Life Eau de Parfum,Olfactive Studio,0.13,3.48,53.92,0.14,1
Labdanum 18 Eau de Parfum,Le Labo,0.06,0.09,92.39,0.06,1
Fleur D'Oranger 27 Eau de Parfum,Le Labo,1.63,3.29,0.95,3.85,0
Neroli 36 Eau de Parfum,Le Labo,0.02,13.07,28.67,0.49,0
Jasmin 17 Eau de Parfum,Le Labo,0.0,0.32,35.69,0.03,0
Vetiver 46 Eau de Parfum,Le Labo,0.04,8.38,41.02,1.0,0
Bergamote 22 Eau de Parfum,Le Labo,0.62,2.41,63.12,0.28,1
Oud Silk Mood - Extrait de Parfum,Maison Francis Kurkdjian,0.0,0.09,57.98,0.02,1
Flower of Immortality Eau de Parfum,By Kilian,0.41,1.29,33.85,0.44,0
Oud 27 Eau de Parfum,Le Labo,0.2,1.94,32.2,0.49,0
Ambrette 9 Eau de Parfum,Le Labo,0.34,9.32,34.17,1.28,0
Iris 39 Eau de Parfum,Le Labo,0.18,1.75,72.09,0.42,1
Patchouli 24 Eau de Parfum,Le Labo,0.11,1.0,80.34,0.01,1
Aurore Nomade Eau de Parfum,The Different Company,0.21,0.76,86.93,0.16,1
La Fille de Berlin Eau de Parfum,Serge Lutens,0.23,2.66,52.4,0.08,1
La Route d'Emeraude Eau de Parfum,Isabey,0.01,1.73,75.13,0.0,1
Enchanted Forest Eau de Parfum,The Vagabond Prince,0.08,5.83,50.04,3.4,1
Nero Perfume Oil,Bruno Acampora,1.8,4.32,17.75,1.36,0
Prima T - Eau de Parfum,Bruno Acampora,0.15,2.58,82.89,0.54,1
Musc - Eau de Parfum,Bruno Acampora,0.25,5.62,22.76,0.33,0
Dark Purple Eau de Parfum,Montale,0.03,0.02,84.36,0.01,1
Rosae Mundi Eau de Parfum,Profumum,0.04,1.59,78.38,1.21,1
Neroli 36 Perfume Oil,Le Labo,0.49,3.26,67.47,0.52,1
Opardu Extrait de Parfum,Puredistance,0.04,0.52,55.94,0.06,1
Santal 33 Perfume Oil,Le Labo,0.49,4.38,0.33,22.35,0
Bergamote 22 Perfume Oil,Le Labo,0.0,0.95,88.69,0.03,1
Patchouli 24 Perfume Oil,Le Labo,0.01,0.03,93.51,0.06,1
Rose 31 Perfume Oil,Le Labo,0.15,0.82,43.42,0.03,0
Jasmin 17 Perfume Oil,Le Labo,0.49,0.67,78.23,0.17,1
Oud 27 Perfume Oil Perfume oil,Le Labo,1.82,2.59,30.81,4.64,0
Ambrette 9 Perfume Oil,Le Labo,0.06,12.92,5.48,0.19,0
Labdanum 18 Perfume Oil,Le Labo,0.06,0.96,77.09,1.6,1
Fleur D'Oranger 27 Perfume Oil,Le Labo,0.1,0.93,45.2,0.91,0
Vetiver 46 Perfume Oil,Le Labo,0.29,0.44,82.94,0.3,1
Iris 39 Perfume Oil,Le Labo,0.0,0.0,4.63,0.02,0
Lys 41 Perfume Oil,Le Labo,0.18,4.34,26.43,0.07,0
Black Amber,Agonist,1.67,2.94,10.11,1.6,0
Vanilla Marble Eau de Parfum,Agonist,1.86,1.26,36.18,15.03,1
Tzora Eau de Parfum,Anat Fritz,0.0,0.04,0.09,0.01,0
Akkad Eau de Parfum,Lubin,0.02,0.41,20.85,0.65,0
Galaad Eau de Parfum,Lubin,1.89,4.42,43.91,1.54,0
Cuir Velours Eau de Parfum,Naomi Goodsir,0.0,0.06,47.62,0.0,0
Interlude Man Eau de Parfum,Amouage,0.02,0.92,35.09,0.35,0
Interlude Woman,Amouage,0.53,5.82,48.8,0.57,1
LiquidNight Eau de Parfum,A Lab on Fire,0.69,12.19,27.56,1.51,0
Musc Intense Eau de Parfum,PARFUMS DE NICOLAI,0.02,0.11,63.16,0.0,1
Do Son - Eau de Parfum,Diptyque,0.35,0.42,2.09,0.04,0
Good Girl Gone Bad Eau de Parfum,By Kilian,0.32,2.77,25.46,1.77,0
Forbidden Games Eau de Parfum,By Kilian,0.01,0.25,44.37,0.04,0
08 - Seylon Eau de Parfum,Odin,0.98,5.35,37.68,6.56,0
Amyris Pour Femme Eau de Parfum,Maison Francis Kurkdjian,0.0,0.0,83.4,0.0,1
Amyris Pour Homme Eau de Toilette,Maison Francis Kurkdjian,0.03,0.09,52.44,0.04,1
Santal Majuscule Eau de Parfum,Serge Lutens,0.07,5.44,48.49,2.97,1
Route Du Vetiver Eau de Parfum,Maitre Parfumeur et Gantier,0.2,1.28,45.19,0.19,0
Vettiveru 2,Comme des Garcons: Cologne,0.04,0.14,14.34,0.05,0
Citrico,Comme des Garcons: Cologne,0.26,0.3,39.85,0.79,0
Anbar,Comme des Garcons: Cologne,2.1,0.26,66.74,1.46,1
L'Ombre Dans L'Eau - Eau de Parfum,Diptyque,0.02,21.46,65.05,0.0,1
Un Bateau Pour Capri Eau de Parfum,Eau d'Italie,0.47,3.05,64.62,1.29,1
Rose Anonyme Cologne Absolue,Atelier Cologne,0.0,0.08,45.75,0.01,0
Mon Patchouly Eau de Parfum,Ramon Monegal,0.01,0.33,65.93,0.08,1
Agar Musk Eau de Parfum,Ramon Monegal,0.0,0.76,38.73,0.06,0
Kiss My Name Eau de Parfum,Ramon Monegal,0.0,0.01,99.46,0.0,1
Cotton Musk,Ramon Monegal,0.0,0.05,48.02,0.0,0
Entre Naranjos Eau de Parfum,Ramon Monegal,0.01,0.03,92.02,0.04,1
Umbra Eau de Parfum,Ramon Monegal,0.02,0.8,39.87,0.03,0
Un Coeur en Mai Eau de Parfum,Parfums MDCI,0.01,14.01,5.03,0.81,0
Tokyo Bloom Eau de Toilette,The Different Company,0.0,0.05,96.27,0.0,1
Limon de Cordoza Eau de Toilette,The Different Company,2.37,3.83,76.77,6.46,1
Agarwoud Extrait de Parfum,HEELEY,0.49,8.35,56.76,3.85,1
Bubblegum Chic Extrait de Parfum,HEELEY,0.0,0.56,54.46,0.03,1
Chypre Palatin Eau de Parfum,Parfums MDCI,0.01,0.01,99.38,0.0,1
X for Women Eau de Parfum,Clive Christian,0.0,8.19,21.36,5.55,0
X for Men Eau de Parfum,Clive Christian,4.72,14.19,15.16,11.82,0
1872 for Women Eau de Parfum,Clive Christian,0.03,2.96,41.25,3.21,0
No. 1 for Women Eau de Parfum,Clive Christian,0.14,7.07,59.18,0.06,1
No. 1 for Men Eau de Parfum,Clive Christian,0.0,0.22,79.38,0.02,1
1872 for Men Eau de Parfum,Clive Christian,0.05,0.13,81.29,0.04,1
Patchouli Cologne,Santa Maria Novella,0.07,0.5,26.99,0.3,0
Orange Blossom / Zagara Cologne Eau de Cologne,Santa Maria Novella,0.0,0.31,97.35,0.09,1
Pot Pourri Cologne Eau de Cologne,Santa Maria Novella,2.88,7.14,15.55,11.9,0
Musk / Muschio Cologne Eau de Cologne,Santa Maria Novella,0.1,6.61,4.65,1.62,0
Honeysuckle / Caprifoglio Cologne Eau de Cologne,Santa Maria Novella,0.0,0.05,75.41,0.03,1
Russian Cologne Eau de Cologne,Santa Maria Novella,0.16,1.17,84.08,0.15,1
Noir Patchouli Eau de Parfum,Histoires de Parfums,0.02,2.41,82.24,0.03,1
Ambre 114 Eau de Parfum,Histoires de Parfums,0.2,3.3,71.76,0.39,1
1725 Casanova Eau de Parfum,Histoires de Parfums,0.09,1.69,41.41,0.01,0
1740 Marquis de Sade Eau de Parfum,Histoires de Parfums,0.06,11.77,49.24,0.21,1
1804 George Sand Eau de Parfum,Histoires de Parfums,0.0,1.59,58.35,0.46,1
1828 Jules Verne Eau de Parfum,Histoires de Parfums,0.08,0.04,53.55,0.01,1
Oud - Eau de Parfum,Maison Francis Kurkdjian,0.0,0.6,25.01,0.0,0
Rose Pivoine Eau de Toilette,PARFUMS DE NICOLAI,0.62,0.1,15.31,0.06,0
Bamboo Harmony Eau de Parfum,By Kilian,2.99,22.37,22.28,6.44,0
S-ex Eau de Parfum,S-Perfume,4.25,0.83,7.77,2.01,0
100% Love Eau de Parfum,S-Perfume,0.01,0.0,70.96,0.0,1
Oud Stars - Al Khatt Eau de Parfum,Xerjoff,0.02,1.8,84.52,0.05,1
Oud Stars - Mamluk Eau de Parfum,Xerjoff,0.12,4.7,33.43,0.03,0
Oud Stars - Gao Eau de Parfum,Xerjoff,0.12,1.81,45.95,0.01,0
Oud Stars - Fars Eau de Parfum,Xerjoff,0.01,27.93,21.97,0.07,0
Francois Charles Eau de Parfum,Rance,0.1,1.66,54.3,0.26,1
Le Vainqueur Eau de Parfum,Rance,2.77,3.81,5.62,1.75,0
Le Roi Empereur Eau de Parfum,Rance,0.09,0.22,88.99,0.03,1
Fils de Dieu Eau de Parfum,Etat Libre d'Orange,0.07,1.05,89.11,0.36,1
Bijou Romantique Eau de Parfum,Etat Libre d'Orange,0.0,3.45,24.63,0.42,0
Precious Oud Eau de Parfum,Van Cleef & Arpels,0.06,6.02,7.92,0.43,0
Dark Eau de Parfum,Andrea Maack Parfums,0.14,1.13,29.01,0.99,0
What We Do In Paris Is Secret Eau de Parfum,A Lab on Fire,0.52,34.65,38.23,1.09,1
Sombre Negra Eau de Parfum,YOSH,0.03,1.68,67.62,0.01,1
Geisha Rouge - Eau de Parfum,Aroma M,0.0,0.0,84.29,0.0,1
Pluie de Soleil Eau de Toilette,Phaedon,0.45,0.81,37.72,5.93,0
Eau Rose Eau de Toilette,Diptyque,0.08,0.2,83.01,0.02,1
Dolce Acqua Eau de Parfum,Profumum,0.1,6.43,28.75,0.73,0
Eccelso Eau de Parfum,Profumum,0.0,3.48,12.37,0.06,0
07 Tanoke Eau de Parfum,Odin,0.89,0.33,77.64,0.16,1
Bluff,Lubin,2.56,1.77,35.43,0.15,0
Figaro Eau de Toilette,Lubin,0.11,0.58,47.28,0.08,0
Itasca Eau de Parfum,Lubin,0.0,0.0,91.24,0.0,1
Sacrebleu Intense Eau de Parfum,PARFUMS DE NICOLAI,0.01,0.14,64.23,0.0,1
Kinski Eau de Toilette,Kinski,0.01,1.21,53.6,0.11,1
Azemour les Orangers Eau de Parfum,Parfum d'Empire,0.05,1.66,2.52,0.23,0
L'Ambre de Carthage Eau de Parfum,Isabey,0.02,0.11,87.63,0.0,1
Idole de Lubin - Eau de Parfum,Lubin,0.25,0.36,4.49,5.0,0
Royal Oud,Creed,0.03,0.32,96.58,0.05,1
Indochine Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale",0.01,0.45,73.85,0.07,1
Pour un Homme Eau de Toilette,Caron,0.03,0.0,89.63,0.08,1
Juniper Sling Eau de Toilette,Penhaligons,0.04,0.72,17.29,0.31,0
L'eau Chic Eau de Toilette,PARFUMS DE NICOLAI,0.64,13.04,5.06,0.03,0
Cinnamon Eau de Toilette,Comme des Garcons: Sherbet,0.11,0.47,69.32,0.35,1
Rhubarb Eau de Toilette,Comme des Garcons: Sherbet,0.01,0.03,96.02,0.0,1
Peppermint Eau de Toilette,Comme des Garcons: Sherbet,0.0,0.82,73.84,0.01,1
Honour Man Eau de Parfum,Amouage,1.84,1.14,9.36,0.14,0
Honour Woman Eau de Parfum,Amouage,0.01,0.08,88.6,0.08,1
Pardon Parfum Extrait,Nasomatto,0.0,0.48,66.15,0.01,1
Oudh Osmanthus Eau de Parfum,Mona di Orio,2.27,0.29,19.93,0.64,0
Back to Black Eau de Parfum - ...,By Kilian,0.0,0.07,18.97,0.03,0
Aqua Universalis Forte Eau de Parfum,Maison Francis Kurkdjian,0.26,3.5,24.22,0.16,0
1861 - Renaissance Eau de Parfum,Xerjoff,3.2,3.12,33.7,3.39,0
Black Jade Eau de Parfum,Lubin,0.0,0.13,2.84,0.2,0
Tubereuse - Les Nombres d'Or Eau de Parfum,Mona di Orio,0.24,1.86,73.17,0.67,1
Vanille - Les Nombres d'Or Eau de Parfum,Mona di Orio,0.0,1.77,44.55,0.22,0
Vetyver - Les Nombres d'Or Eau de Parfum,Mona di Orio,0.0,0.51,94.45,0.12,1
Dark Aoud Eau de Parfum,Montale,0.12,3.65,52.45,0.11,1
Hippie Rose Eau de Parfum,HEELEY,0.38,12.24,24.79,3.11,0
Gin Fizz Eau de Toilette,Lubin,0.13,0.2,22.7,2.27,0
Absolu de Vanille,La Maison de la  Vanille,0.03,0.17,87.23,0.06,1
White Gardenia Petals Eau de Parfum,Illuminum,0.7,0.47,22.37,0.06,0
Pure eVe Eau de Parfum,The Different Company,0.08,1.86,11.91,0.22,0
Love Eau de Parfum,By Kilian,6.36,7.18,46.82,5.32,1
Liaisons Dangereuses Eau de Parfum,By Kilian,0.01,0.22,4.73,0.1,0
Straight to Heaven Eau de Parfum - ...,By Kilian,0.04,2.7,84.41,0.95,1
Week-end Eau de Toilette,PARFUMS DE NICOLAI,0.0,0.01,54.91,0.0,1
Vittoria Apuana Eau de Parfum,Profumi del Forte,0.72,0.79,55.79,0.77,1
Tirrenico Eau de Parfum,Profumi del Forte,0.0,0.92,91.88,0.43,1
Versilia Aurum Eau de Parfum,Profumi del Forte,0.01,0.13,37.27,0.0,0
Versilia Vintage Ambra Mediterranea Eau de Parfum,Profumi del Forte,0.03,21.02,16.98,0.65,0
Battito d'ali Eau de Parfum,Profumum,0.35,2.87,58.7,0.04,1
Arso Eau de Parfum,Profumum,0.29,0.12,41.59,1.3,0
Fougere Royale Eau de Parfum,Houbigant,0.21,10.41,11.3,0.69,0
La Belle Helene Eau de Parfum,Parfums MDCI,0.0,0.01,6.3,0.06,0
Antonia Parfum Extrait,Puredistance,0.0,0.46,8.36,0.06,0
M Parfum Extrait,Puredistance,0.07,0.34,51.75,0.11,1
1 Parfum Extrait,Puredistance,0.24,4.46,0.82,4.14,0
Vanille Insensee Cologne Absolue,Atelier Cologne,0.01,0.11,98.41,0.04,1
Knize Ten Golden Edition Eau de Toilette,Knize,0.05,6.24,16.97,1.05,0
Two Eau de Toilette,Knize,0.07,0.08,4.86,0.06,0
XJ Damarose Eau de Parfum,Xerjoff,0.04,3.65,2.0,0.01,0
Mediterraneo Eau de Parfum,Carthusia,0.5,1.77,73.58,0.25,1
Ligea La Sirena Eau de Parfum,Carthusia,0.03,2.33,65.97,0.03,1
Fiori di Capri Eau de Parfum,Carthusia,0.07,0.52,34.83,2.27,0
Aria di Capri Eau de Parfum,Carthusia,1.04,0.54,83.83,0.61,1
Via Camerelle Eau de Parfum,Carthusia,0.01,0.0,55.97,0.0,1
Carthusia Uomo Eau de Parfum,Carthusia,0.03,6.61,60.81,0.23,1
Numero Uno Eau de Parfum,Carthusia,0.01,0.03,96.4,0.02,1
Corallium Eau de Parfum,Carthusia,0.0,0.04,34.25,0.01,0
1681 Eau de Parfum,Carthusia,0.08,3.77,66.02,0.0,1
Craft Eau De Parfum,Andrea Maack Parfums,0.2,2.28,8.57,2.3,0
Smart Eau de Parfum,Andrea Maack Parfums,1.09,1.26,59.05,0.03,1
XJ Richwood Eau de Parfum,Xerjoff,0.01,7.91,81.31,0.17,1
XJ Homme Eau de Parfum,Xerjoff,0.01,0.59,3.4,0.54,0
XJ Irisss Eau de Parfum,Xerjoff,0.02,0.32,3.87,0.01,0
Aventus Eau de Parfum,Creed,0.08,1.17,0.21,0.03,0
Knize Ten Eau de Toilette,Knize,0.19,3.86,56.43,0.19,1
De Bachmakov Eau de Parfum,The Different Company,0.0,26.28,28.09,0.14,1
Pink Quartz Eau de Parfum,Olivier Durbano,0.08,3.19,52.67,0.24,1
Sartorial Eau de Toilette,Penhaligons,0.01,0.64,27.87,0.0,0
Memoir Man Eau de Parfum,Amouage,0.01,0.07,70.3,0.01,1
Une Rose Vermeille Eau de Parfum,Tauer Perfumes,0.02,0.28,13.26,0.04,0
Cuir - Les Nombres d'Or Eau de Parfum,Mona di Orio,0.08,2.48,53.89,2.04,1
Musc - Les Nombres d'Or Eau de Parfum,Mona di Orio,0.59,3.09,2.85,1.08,0
Les Nuits d'Izu Eau de Parfum,Keiko Mecheri,0.02,2.83,36.07,0.23,0
Violette in Love Eau de Toilette,PARFUMS DE NICOLAI,0.56,1.05,7.92,4.09,0
L'eau Mixte Eau Fraiche,PARFUMS DE NICOLAI,0.54,0.25,15.81,1.04,0
Uden Eau de Parfum,Xerjoff,0.05,5.08,27.97,0.62,0
Kobe Eau de Parfum,Xerjoff,1.75,2.59,5.72,2.48,0
Oranges and Lemons Say The Bells of St. Clements Eau de Parfum,HEELEY,0.04,1.44,63.28,0.03,1
Ginger Ciao Eau de Parfum,YOSH,0.0,0.0,7.44,0.0,0
Bois Naufrage Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale",0.01,0.17,14.35,0.04,0
Vetyverio Eau de Toilette,Diptyque,0.02,1.18,88.75,0.15,1
Orange Sanguine Cologne Absolue,Atelier Cologne,0.02,0.49,40.51,0.03,0
Grand Neroli Cologne Absolue,Atelier Cologne,0.0,2.68,24.72,0.03,0
Oolang Infini Cologne Absolue,Atelier Cologne,2.46,1.32,65.09,0.13,1
Bois Blonds Cologne Absolue,Atelier Cologne,2.1,0.85,55.83,3.46,1
Orange Star Eau de Parfum,Tauer Perfumes,0.25,5.95,29.65,0.25,0
Gardenia Petale Eau de Parfum,Van Cleef & Arpels,1.01,0.34,17.43,12.39,0
Orchidee Vanille Eau de Parfum,Van Cleef & Arpels,0.08,1.48,21.49,0.24,0
01 Nomad Eau de Parfum,Odin,1.2,1.49,36.99,7.9,0
02 Owari Eau de Parfum,Odin,0.09,30.97,19.98,2.54,1
03 Century Eau de Parfum,Odin,0.72,19.25,41.29,2.17,1
Homme Eau de Parfum,Costume National,0.02,0.04,84.16,0.04,1
Fleur Nocturne Eau de Parfum,Isabey,0.09,3.49,37.78,0.04,0
Aqua Universalis Eau de Toilette,Maison Francis Kurkdjian,0.0,0.03,86.26,0.06,1
Lumiere Noire Pour Femme Eau de Parfum,Maison Francis Kurkdjian,0.0,0.29,43.86,0.0,0
Lumiere Noire Pour Homme Eau de Toilette,Maison Francis Kurkdjian,0.01,1.5,36.16,0.02,0
Intelligence & Fantasy Eau de Toilette,The Beautiful Mind Series,0.16,0.38,80.62,0.04,1
Aquae Nobilis Eau de Parfum,Profumum,0.24,17.42,2.48,0.1,0
Al Oudh Eau de Parfum,L'Artisan Parfumeur,0.08,3.01,13.05,0.11,0
Millesime Imperial Eau de Parfum ...,Creed,0.08,0.1,84.53,1.24,1
